Код на општината;Име на општина;Скор на општината;Ранк на општината;Број на мажи;Број на жени;Вкупен планиран буџет на општината за 21;Вкупен реализиран буџет на општината за 21;Родови јазови;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Вработени лица;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Износ на месечна плата (нето);Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Износ на месечна пензија;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Учество во Советот на општината (советнички и советници);Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Градоначалнички мандати;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Регистрирани годишни вработувања во 2021;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Лица со високо образование;Ранг ; Оценка;Просек;Жени;Мажи;Сооднос жени/мажи;Овозможувачки услови;Ранг;Оценка;Просек;Број;Популација;Стапка;label1 - ова е само кај мене за да направам место за следниве податоци;Ранг;Оценка;Просек;Број;Популација;Стапка;Згрижени деца во државни градинки;Ранг;Оценка;Просек;Број;Популација;Стапка;** Моментален капацитет на градинките (во број на деца);Ранг;Оценка;Просек;Број;Популација;Стапка;label2;Ранг;Оценка;Просек;Број;Популација;Стапка;Државни детски градинки;Ранг;Оценка;Просек;Број;Популација;Стапка;** Приватни детски градинки;Ранг;Оценка;Просек;Број;Популација;Стапка;label3;Ранг;Оценка;Просек;Број;Популација;Стапка;Матични гинеколози;Ранг;Оценка;Просек;Број;Популација;Стапка;Родово одговорна општина;Ранг;Оценка;Просек;Број;Популација;Стапка;Kоординатор за еднакви можности;Ранг;Оценка;Просек;Број;Популација;Стапка;Комисија за еднакви можности;Ранг;Оценка;Просек;Број;Популација;Стапка;Годишен извештај поднесен до МТСП;Ранг;Оценка;Просек;Број;Популација;Стапка;Документ со посебни мерки за родова еднаквост;Ранг;Оценка;Просек;Број;Популација;Стапка;Трансформативност на планираните посебни мерки за родова еднаквост;Ранг;Оценка;Просек;Број;Популација;Стапка;label5;Ранг;Оценка;Просек;Број;Популација;Стапка;Назначени финансиски средства за реализација на родови програми;Ранг;Оценка;Просек;Број;Популација;Стапка;Потрошени финансиски средства за реализација на родови програми;Ранг;Оценка;Просек;Број;Популација;Стапка;Опис на општината
67,00;СТАРО НАГОРИЧАНЕ;33;44;1905;1604;125896000;99276688;Родови јазови;7;88;62,33;-;-;-;Вработени лица;71;0,43;0,67;253;585;0,43;Износ на месечна плата (нето);26;0,92;0,89;20.745;22.639;0,92;Износ на месечна пензија;10;0,91;0,84;10.623;11.636;0,91;Учество во Советот на општината (советнички и советници);50;0,5;0,58;3;6;0,5;Градоначалнички мандати;2;0,67;0,04;2;3;0,67;Регистрирани годишни вработувања во 2021;39;0,86;0,86;70;81;0,86;Лица со високо образование;61;0,87;1,02;47;54;0,87;Овозможувачки услови;62;1;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;62;0;20,19;0;206;0;** Моментален капацитет на градинките (во број на деца); -;-;-;0;206;-;;;;;;;;Државни детски градинки;62;0;1,3;0;206;0;** Приватни детски градинки; -;-;-;-;206;-;;;;;;;;Матични гинеколози;62;0;0,13;0;1369;0;Родово одговорна општина;20;38,2;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;1;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;2;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;2,4%;3%;30.000;-;2,4%;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
38,00;КОНЧЕ;33;45;1437;1291;140921374;106929278;Родови јазови;15;84;62,33;-;-;-;Вработени лица;43;0,67;0,67;507;760;0,67;Износ на месечна плата (нето);42;0,9;0,89;19.852;22.010;0,9;Износ на месечна пензија;8;0,92;0,84;11.055;11.960;0,92;Учество во Советот на општината (советнички и советници);1;1,25;0,58;5;4;1,25;Градоначалнички мандати;12;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;30;0,9;0,86;44;49;0,9;Лица со високо образование;65;0,82;1,02;40;49;0,82;Овозможувачки услови;66;1;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;66;0;20,19;0;157;0;** Моментален капацитет на градинките (во број на деца); -;-;-;32;157;-;;;;;;;;Државни детски градинки;66;0;1,3;0;157;0;** Приватни детски градинки; -;-;-;-;157;-;;;;;;;;Матични гинеколози;66;0;0,13;0;1077;0;Родово одговорна општина;27;38;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;3;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;6,4%;3%;90.000;-;6,4%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
44,00;КУМАНОВО;30;46;48852;49321;2131587186;1762402252;Родови јазови;30;75;62,33;-;-;-;Вработени лица;27;0,78;0,67;12354;15748;0,78;Износ на месечна плата (нето);48;0,88;0,89;22.467;25.484;0,88;Износ на месечна пензија;37;0,85;0,84;13.741;16.078;0,85;Учество во Советот на општината (советнички и советници);31;0,65;0,58;13;20;0,65;Градоначалнички мандати;38;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;12;1,11;0,86;3683;3333;1,11;Лица со високо образование;21;1,18;1,02;6926;5874;1,18;Овозможувачки услови;51;19,12;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;47;16,54;20,19;1263;7637;16,54;** Моментален капацитет на градинките (во број на деца); -;-;-;1410;7637;-;;;;;;;;Државни детски градинки;59;0,13;1,3;1;7637;0,13;** Приватни детски градинки; -;-;-;-;7637;-;;;;;;;;Матични гинеколози;32;0,17;0,13;7;41037;0,17;Родово одговорна општина;58;19,25;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;1;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
9,00;БУТЕЛ;30;47;18721;19230;596093000;531500980;Родови јазови;43;63;62,33;-;-;-;Вработени лица;30;0,75;0,67;5322;7083;0,75;Износ на месечна плата (нето);45;0,89;0,89;25.756;28.853;0,89;Износ на месечна пензија;31;0,87;0,84;16.241;18.570;0,87;Учество во Советот на општината (советнички и советници);38;0,58;0,58;7;12;0,58;Градоначалнички мандати;44;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;73;0,55;0,86;1541;2824;0,55;Лица со високо образование;19;1,2;1,02;3522;2930;1,2;Овозможувачки услови;47;23,76;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;26;30,19;20,19;967;3203;30,19;** Моментален капацитет на градинките (во број на деца); -;-;-;860;3203;-;;;;;;;;Државни детски градинки;51;0,31;1,3;1;3203;0,31;** Приватни детски градинки; -;-;-;1;3203;-;;;;;;;;Матични гинеколози;40;0,06;0,13;1;15770;0,06;Родово одговорна општина;59;19,25;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
34,00;КАРБИНЦИ;30;48;1746;1677;153396333;105577468;Родови јазови;34;72;62,33;-;-;-;Вработени лица;36;0,7;0,67;523;747;0,7;Износ на месечна плата (нето);17;0,95;0,89;20.965;22.110;0,95;Износ на месечна пензија;14;0,9;0,84;11.792;13.035;0,9;Учество во Советот на општината (советнички и советници);52;0,5;0,58;3;6;0,5;Градоначалнички мандати;55;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;14;1,08;0,86;169;156;1,08;Лица со високо образование;57;0,91;1,02;61;67;0,91;Овозможувачки услови;44;25,4;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;46;17,01;20,19;49;288;17,01;** Моментален капацитет на градинките (во број на деца); -;-;-;53;288;-;;;;;;;;Државни детски градинки;9;3,47;1,3;1;288;3,47;** Приватни детски градинки; -;-;-;-;288;-;;;;;;;;Матични гинеколози;48;0;0,13;0;1351;0;Родово одговорна општина;67;13,33;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
20,00;ДЕБАР;30;49;7681;7750;383186000;337521967;Родови јазови;70;41;62,33;-;-;-;Вработени лица;59;0,58;0,67;1333;2305;0,58;Износ на месечна плата (нето);47;0,89;0,89;23.701;26.740;0,89;Износ на месечна пензија;50;0,83;0,84;12.107;14.585;0,83;Учество во Советот на општината (советнички и советници);70;0,36;0,58;4;11;0,36;Градоначалнички мандати;71;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;56;0,75;0,86;323;431;0,75;Лица со високо образование;70;0,77;1,02;930;1202;0,77;Овозможувачки услови;29;31,2;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;41;21,71;20,19;290;1336;21,71;** Моментален капацитет на градинките (во број на деца); -;-;-;385;1336;-;;;;;;;;Државни детски градинки;34;0,75;1,3;1;1336;0,75;** Приватни детски градинки; -;-;-;-;1336;-;;;;;;;;Матични гинеколози;7;0,32;0,13;2;6241;0,32;Родово одговорна општина;47;22,1;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;10,4%;3%;400.000;-;10,4%;Потрошени финансиски средства за реализација на родови програми;-;3,0%;2,6%;100000;-;3,0%;
31,00;ИЛИНДЕН;29;50;8776;8664;462395000;403451245;Родови јазови;52;57;62,33;-;-;-;Вработени лица;26;0,8;0,67;3282;4118;0,8;Износ на месечна плата (нето);74;0,81;0,89;21.701;26.673;0,81;Износ на месечна пензија;76;0,75;0,84;13.230;17.649;0,75;Учество во Советот на општината (советнички и советници);59;0,5;0,58;5;10;0,5;Градоначалнички мандати;62;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;65;0,61;0,86;1612;2659;0,61;Лица со високо образование;1;1,7;1,02;912;537;1,7;Овозможувачки услови;46;24,47;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;22;32,77;20,19;426;1300;32,77;** Моментален капацитет на градинките (во број на деца); -;-;-;445;1300;-;;;;;;;;Државни детски градинки;33;0,77;1,3;1;1300;0,77;** Приватни детски градинки; -;-;-;-;1300;-;;;;;;;;Матични гинеколози;59;0;0,13;0;7318;0;Родово одговорна општина;60;19,25;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
60,00;РАДОВИШ;29;51;12141;11982;696193423;470781064;Родови јазови;44;62;62,33;-;-;-;Вработени лица;37;0,69;0,67;2964;4294;0,69;Износ на месечна плата (нето);29;0,91;0,89;22.465;24.759;0,91;Износ на месечна пензија;48;0,83;0,84;13.463;16.132;0,83;Учество во Советот на општината (советнички и советници);17;0,73;0,58;8;11;0,73;Градоначалнички мандати;25;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;60;0,7;0,86;689;988;0,7;Лица со високо образование;44;1,03;1,02;1383;1348;1,03;Овозможувачки услови;34;27,48;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;36;25,28;20,19;480;1899;25,28;** Моментален капацитет на градинките (во број на деца); -;-;-;510;1899;-;;;;;;;;Државни детски градинки;38;0,53;1,3;1;1899;0,53;** Приватни детски градинки; -;-;-;-;1899;-;;;;;;;;Матични гинеколози;23;0,2;0,13;2;9901;0,2;Родово одговорна општина;70;13;27,4;;;;Kоординатор за еднакви можности;-;0;-;-;-;-;Комисија за еднакви можности;-;0;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;1;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;;3%;нема информација;-;;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
76,00;ЧАШКА;27;52;4088;3855;181154291;160285657;Родови јазови;65;45;62,33;-;-;-;Вработени лица;70;0,44;0,67;361;828;0,44;Износ на месечна плата (нето);32;0,91;0,89;20.685;22.803;0,91;Износ на месечна пензија;36;0,85;0,84;12.064;14.241;0,85;Учество во Советот на општината (советнички и советници);64;0,38;0,58;3;8;0,38;Градоначалнички мандати;66;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;24;0,95;0,86;88;93;0,95;Лица со високо образование;72;0,74;1,02;91;123;0,74;Овозможувачки услови;72;1;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;72;0;20,19;0;926;0;** Моментален капацитет на градинките (во број на деца); -;-;-;24;926;-;;;;;;;;Државни детски градинки;72;0;1,3;0;926;0;** Приватни детски градинки; -;-;-;-;926;-;;;;;;;;Матични гинеколози;72;0;0,13;0;2861;0;Родово одговорна општина;15;44,25;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;1;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;4;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
37,00;КИЧЕВО;27;53;20056;19715;884390000;792418663;Родови јазови;57;51;62,33;-;-;-;Вработени лица;50;0,64;0,67;4708;7342;0,64;Износ на месечна плата (нето);68;0,85;0,89;22.521;26.380;0,85;Износ на месечна пензија;67;0,79;0,84;13.306;16.824;0,79;Учество во Советот на општината (советнички и советници);48;0,53;0,58;8;15;0,53;Градоначалнички мандати;52;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;20;1;0,86;1066;1071;1;Лица со високо образование;54;0,94;1,02;2809;3002;0,94;Овозможувачки услови;35;27,37;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;49;15,42;20,19;405;2626;15,42;** Моментален капацитет на градинките (во број на деца); -;-;-;410;2626;-;;;;;;;;Државни детски градинки;45;0,38;1,3;1;2626;0,38;** Приватни детски градинки; -;-;-;-;2626;-;;;;;;;;Матични гинеколози;4;0,36;0,13;6;16827;0,36;Родово одговорна општина;68;13,32;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;3,8%;3%;340.000;-;3,8%;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
72,00;ТЕТОВО;26;54;41718;43153;1903912852;1465897481;Родови јазови;3;98;62,33;-;-;-;Вработени лица;57;0,61;0,67;8054;13283;0,61;Износ на месечна плата (нето);20;0,93;0,89;23.758;25.618;0,93;Износ на месечна пензија;24;0,88;0,84;13.412;15.213;0,88;Учество во Советот на општината (советнички и советници);46;0,55;0,58;11;20;0,55;Градоначалнички мандати;1;0,67;0,04;2;3;0,67;Регистрирани годишни вработувања во 2021;33;0,89;0,86;2630;2948;0,89;Лица со високо образование;45;1,03;1,02;6825;6615;1,03;Овозможувачки услови;52;15,57;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;54;8,91;20,19;672;7543;8,91;** Моментален капацитет на градинките (во број на деца); -;-;-;958;7543;-;;;;;;;;Државни детски градинки;60;0,13;1,3;1;7543;0,13;** Приватни детски градинки; -;-;-;2;7543;-;;;;;;;;Матични гинеколози;26;0,2;0,13;7;35240;0,2;Родово одговорна општина;76;0,5;27,4;;;;Kоординатор за еднакви можности;-;0;-;-;-;-;Комисија за еднакви можности;-;0;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;;3%;нема информација;-;;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
8,00;БРВЕНИЦА;26;55;6811;6879;182252666;239820566;Родови јазови;59;50;62,33;-;-;-;Вработени лица;54;0,62;0,67;1192;1938;0,62;Износ на месечна плата (нето);50;0,88;0,89;20.544;23.227;0,88;Износ на месечна пензија;42;0,84;0,84;12.251;14.516;0,84;Учество во Советот на општината (советнички и советници);68;0,36;0,58;4;11;0,36;Градоначалнички мандати;69;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;28;0,92;0,86;314;343;0,92;Лица со високо образование;62;0,86;1,02;495;576;0,86;Овозможувачки услови;74;1;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;74;0;20,19;0;1034;0;** Моментален капацитет на градинките (во број на деца); -;-;-;80;1034;-;;;;;;;;Државни детски градинки;74;0;1,3;0;1034;0;** Приватни детски градинки; -;-;-;1;1034;-;;;;;;;;Матични гинеколози;74;0;0,13;0;5737;0;Родово одговорна општина;18;38,47;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;1;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;2;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;5,5%;3%;100.000;-;5,5%;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
6,00;БОГОВИЊЕ;24;56;11465;11485;329862746;255637284;Родови јазови;64;45;62,33;-;-;-;Вработени лица;73;0,33;0,67;959;2890;0,33;Износ на месечна плата (нето);10;0,97;0,89;21.667;22.333;0,97;Износ на месечна пензија;29;0,87;0,84;10.410;11.945;0,87;Учество во Советот на општината (советнички и советници);61;0,46;0,58;6;13;0,46;Градоначалнички мандати;64;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;66;0,61;0,86;165;270;0,61;Лица со високо образование;69;0,78;1,02;824;1060;0,78;Овозможувачки услови;60;5,57;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;61;0;20,19;0;1943;0;** Моментален капацитет на градинките (во број на деца); -;-;-;0;1943;-;;;;;;;;Државни детски градинки;61;0;1,3;0;1943;0;** Приватни детски градинки; -;-;-;-;1943;-;;;;;;;;Матични гинеколози;38;0,11;0,13;1;9368;0,11;Родово одговорна општина;28;32,36;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;1;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;1;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;7,3%;3%;240.000;-;7,3%;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%; нема информација;-;-;
50,00;МОГИЛА;23;57;2760;2532;153028155;100453730;Родови јазови;42;63;62,33;-;-;-;Вработени лица;64;0,52;0,67;705;1347;0,52;Износ на месечна плата (нето);77;0,79;0,89;20.846;26.455;0,79;Износ на месечна пензија;80;0,66;0,84;11.306;17.009;0,66;Учество во Советот на општината (советнички и советници);9;0,83;0,58;5;6;0,83;Градоначалнички мандати;3;0,25;0,04;1;4;0,25;Регистрирани годишни вработувања во 2021;15;1,07;0,86;49;46;1,07;Лица со високо образование;4;1,37;1,02;130;95;1,37;Овозможувачки услови;63;1;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;63;0;20,19;0;300;0;** Моментален капацитет на градинките (во број на деца); -;-;-;0;300;-;;;;;;;;Државни детски градинки;63;0;1,3;0;300;0;** Приватни детски градинки; -;-;-;-;300;-;;;;;;;;Матични гинеколози;63;0;0,13;0;2127;0;Родово одговорна општина;36;25,77;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;1;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;3,3%;3%;50.000;-;3,3%;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
7,00;БОСИЛОВО;23;58;5861;5660;151869083;127750170;Родови јазови;29;75;62,33;-;-;-;Вработени лица;56;0,62;0,67;1603;2576;0,62;Износ на месечна плата (нето);3;0,99;0,89;19.817;20.020;0,99;Износ на месечна пензија;4;0,94;0,84;11.191;11.968;0,94;Учество во Советот на општината (советнички и советници);24;0,67;0,58;6;9;0,67;Градоначалнички мандати;32;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;61;0,65;0,86;205;314;0,65;Лица со високо образование;35;1,09;1,02;321;294;1,09;Овозможувачки услови;67;1;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;67;0;20,19;0;752;0;** Моментален капацитет на градинките (во број на деца); -;-;-;0;752;-;;;;;;;;Државни детски градинки;67;0;1,3;0;752;0;** Приватни детски градинки; -;-;-;-;752;-;;;;;;;;Матични гинеколози;67;0;0,13;0;4854;0;Родово одговорна општина;61;19,25;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;-;2,6%;нема информација;-;-;
11,00;ВАСИЛЕВО;23;59;5384;5178;182819921;143981812;Родови јазови;39;65;62,33;-;-;-;Вработени лица;68;0,48;0,67;995;2053;0,48;Износ на месечна плата (нето);2;1;0,89;19.522;19.595;1;Износ на месечна пензија;3;0,94;0,84;10.714;11.384;0,94;Учество во Советот на општината (советнички и советници);49;0,5;0,58;5;10;0,5;Градоначалнички мандати;53;0;0,04;0;5;0;Регистрирани годишни вработувања во 2021;62;0,65;0,86;130;199;0,65;Лица со високо образование;48;0,99;1,02;177;179;0,99;Овозможувачки услови;54;12,08;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;53;10,06;20,19;83;825;10,06;** Моментален капацитет на градинките (во број на деца); -;-;-;91;825;-;;;;;;;;Државни детски градинки;26;1,21;1,3;1;825;1,21;** Приватни детски градинки; -;-;-;-;825;-;;;;;;;;Матични гинеколози;58;0;0,13;0;4182;0;Родово одговорна општина;71;13;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;0;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;0;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;0,0%;3%;0;-;0,0%;Потрошени финансиски средства за реализација на родови програми;-;0,0%;2,6%;0;-;0,0%;
19,00;ГРАДСКО;23;60;1677;1561;81676911;74119733;Родови јазови;51;58;62,33;-;-;-;Вработени лица;62;0,54;0,67;353;650;0,54;Износ на месечна плата (нето);41;0,9;0,89;20.263;22.588;0,9;Износ на месечна пензија;7;0,92;0,84;13.181;14.282;0,92;Учество во Советот на општината (советнички и советници);72;0,29;0,58;2;7;0,29;Градоначалнички мандати;11;0,25;0,04;1;4;0,25;Регистрирани годишни вработувања во 2021;70;0,58;0,86;35;60;0,58;Лица со високо образование;63;0,85;1,02;85;100;0,85;Овозможувачки услови;65;1;24,3;-;-;-;;;;;;;;Згрижени деца во државни градинки;65;0;20,19;0;230;0;** Моментален капацитет на градинките (во број на деца); -;-;-;0;230;-;;;;;;;;Државни детски градинки;65;0;1,3;0;230;0;** Приватни детски градинки; -;-;-;-;230;-;;;;;;;;Матични гинеколози;65;0;0,13;0;1275;0;Родово одговорна општина;34;27,58;27,4;;;;Kоординатор за еднакви можности;-;1;-;-;-;-;Комисија за еднакви можности;-;1;-;-;-;-;Годишен извештај поднесен до МТСП;-;1;-;-;-;-;Документ со посебни мерки за родова еднаквост;-;1;-;-;-;-;Трансформативност на планираните посебни мерки за родова еднаквост;-;0;-;-;-;-;;;;;;;;Назначени финансиски средства за реализација на родови програми;-;2,4%;3%;20.000;-;2,4%;Потрошени финансиски средства за реализација на родови програми;-;2,7%;2,6%;20000;-;2,7%;
